#;SeasonStart;PlayerName;PlayerSalary;Pos;Age;Tm;FG%;PTS
8487;1987;Lewis Lloyd;;SG;27;HOU;53,2;396
9782;1990;Lewis Lloyd;;SG;30;TOT;56,6;69
9783;1990;Lewis Lloyd;;SG;30;PHI;50;2
9784;1990;Lewis Lloyd;;SG;30;HOU;56,9;67
17947;2006;Linas Kleiza;;PF;21;DEN;44,5;213
18497;2007;Linas Kleiza;$1,011,360.00 ;PF;22;DEN;42,2;598
19059;2008;Linas Kleiza;$1,824,493.00 ;SF;23;DEN;47,2;880
19642;2009;Linas Kleiza;;SF;24;DEN;44,7;813
20847;2011;Linas Kleiza;$4,605,000.00 ;SF;26;TOR;43,8;436
21435;2012;Linas Kleiza;$4,600,000.00 ;SF;27;TOR;40,2;473
21974;2013;Linas Kleiza;;SF;28;TOR;33,3;148
4471;1976;Lindsay Hairston;;SF;24;DET;45,6;273
11565;1994;Lindsey Hunter;$1,173,000.00 ;PG;23;DET;37,5;843
12034;1995;Lindsey Hunter;;PG;24;DET;37,4;314
12512;1996;Lindsey Hunter;$1,715,000.00 ;PG;25;DET;38,1;679
13074;1997;Lindsey Hunter;$1,750,000.00 ;PG;26;DET;40,4;1166
13631;1998;Lindsey Hunter;$2,050,000.00 ;PG;27;DET;38,3;862
14175;1999;Lindsey Hunter;$2,350,000.00 ;PG;28;DET;43,5;582
14684;2000;Lindsey Hunter;$2,650,000.00 ;PG;29;DET;42,5;1043
15184;2001;Lindsey Hunter;$3,425,760.00 ;PG;30;MIL;38,1;825
15718;2002;Lindsey Hunter;$3,870,912.00 ;PG;31;LAL;38,2;473
16210;2003;Lindsey Hunter;$3,000,000.00 ;PG;32;TOR;35,1;280
16735;2004;Lindsey Hunter;$1,600,000.00 ;SG;33;DET;34,3;117
17325;2005;Lindsey Hunter;$1,760,000.00 ;SG;34;DET;35,8;285
17899;2006;Lindsey Hunter;$2,250,000.00 ;PG;35;DET;37;87
18439;2007;Lindsey Hunter;$2,250,000.00 ;PG;36;DET;38,5;256
19000;2008;Lindsey Hunter;$1,143,473.00 ;PG;37;DET;34,4;58
19597;2009;Lindsey Hunter;$1,306,455.00 ;PG;38;CHI;32,9;73
20182;2010;Lindsey Hunter;;PG;39;CHI;16,7;13
16763;2004;Linton Johnson;;SF;23;CHI;35,5;173
17359;2005;Linton Johnson;$719,373.00 ;SF;24;SAS;0;0
17931;2006;Linton Johnson;$771,331.00 ;SF;25;TOT;40,9;153
17932;2006;Linton Johnson;$771,331.00 ;SF;25;NJN;50;11
17933;2006;Linton Johnson;$771,331.00 ;SF;25;NOK;40,3;142
18477;2007;Linton Johnson;$283,953.00 ;PF;26;NOK;48,9;226
19034;2008;Linton Johnson;;PF;27;TOT;47,4;21
19035;2008;Linton Johnson;;PF;27;PHO;50;15
19036;2008;Linton Johnson;;PF;27;TOR;40;6
19626;2009;Linton Johnson;;PF;28;TOT;36,4;9
19627;2009;Linton Johnson;;PF;28;CHA;;0
19628;2009;Linton Johnson;;PF;28;CHI;36,4;9
7169;1983;Linton Townes;;SF;23;POR;44,9;247
7508;1984;Linton Townes;;SF;24;TOT;50;8
7509;1984;Linton Townes;;SF;24;MIL;100;2
7510;1984;Linton Townes;;SF;24;SDC;42,9;6
7868;1985;Linton Townes;;SF;25;SAS;0;2
17182;2005;Lionel Chalmers;$682,050.00 ;PG;24;LAC;33,6;111
4488;1976;Lionel Hollins;;PG;22;POR;42,1;800
4797;1977;Lionel Hollins;;PG;23;POR;43,2;1119
5167;1978;Lionel Hollins;;PG;24;POR;44,2;1285
5527;1979;Lionel Hollins;;PG;25;POR;45,4;976
5873;1980;Lionel Hollins;;SG-PG;26;TOT;40,3;528
5874;1980;Lionel Hollins;;PG;26;POR;38,5;199
5875;1980;Lionel Hollins;;SG;26;PHI;41,5;329
6226;1981;Lionel Hollins;;PG;27;PHI;47;781
6592;1982;Lionel Hollins;;PG;28;PHI;47,7;894
6967;1983;Lionel Hollins;;PG;29;SDC;43,7;758
7335;1984;Lionel Hollins;;PG;30;DET;38,1;59
7682;1985;Lionel Hollins;;PG;31;HOU;46,1;609
10358;1991;Lionel Simmons;$1,289,000.00 ;SF;22;SAC;42,2;1421
10826;1992;Lionel Simmons;$1,464,000.00 ;SF;23;SAC;45,4;1336
11268;1993;Lionel Simmons;$1,743,000.00 ;SF;24;SAC;44,4;1235
11755;1994;Lionel Simmons;$2,181,400.00 ;SF;25;SAC;43,8;1129
12206;1995;Lionel Simmons;$2,676,000.00 ;SF;26;SAC;42;327
12727;1996;Lionel Simmons;$3,194,000.00 ;SF;27;SAC;39,6;246
13311;1997;Lionel Simmons;$3,716,500.00 ;SF;28;SAC;33,1;139
11061;1993;Litterial Green;$250,000.00 ;PG;22;ORL;43,9;235
11530;1994;Litterial Green;;PG;23;ORL;38,6;73
13037;1997;Litterial Green;;PG;26;DET;46,9;90
13601;1998;Litterial Green;;PG;27;MIL;21,7;25
14140;1999;Litterial Green;;PG;28;CLE;0;0
11003;1993;Lloyd Daniels;$182,000.00 ;SG;25;SAS;44,3;701
11464;1994;Lloyd Daniels;$250,000.00 ;SG;26;SAS;37,6;370
11925;1995;Lloyd Daniels;;SG;27;TOT;38,3;208
11926;1995;Lloyd Daniels;;SG;27;PHI;33,3;23
11927;1995;Lloyd Daniels;;SG;27;LAL;39;185
12949;1997;Lloyd Daniels;;SG;29;TOT;30,3;98
12950;1997;Lloyd Daniels;;SG;29;SAC;12,5;6
12951;1997;Lloyd Daniels;;SG;29;NJN;33;92
13528;1998;Lloyd Daniels;;SG;30;TOR;41,4;34
3749;1973;Lloyd Neal;;C;22;POR;49,4;1097
4009;1974;Lloyd Neal;;PF;23;POR;49;609
4273;1975;Lloyd Neal;;PF;24;POR;47,1;1007
4553;1976;Lloyd Neal;;PF;25;POR;48,1;1056
4883;1977;Lloyd Neal;;PF;26;POR;47,1;397
5247;1978;Lloyd Neal;;PF;27;POR;50,4;671
5608;1979;Lloyd Neal;;PF;28;POR;36,4;9
4970;1977;Lloyd Walton;;PG;23;MIL;46,8;229
5346;1978;Lloyd Walton;;PG;24;MIL;44,8;362
5701;1979;Lloyd Walton;;PG;25;MIL;48;375
6055;1980;Lloyd Walton;;PG;26;MIL;45,5;270
6416;1981;Lloyd Walton;;PG;27;KCK;41,3;206
12778;1996;Logan Vander;;SF;24;LAC;21,4;9
4925;1977;Lonnie Shelton;;PF;21;NYK;47,6;955
5303;1978;Lonnie Shelton;;PF;22;NYK;51,4;1219
5652;1979;Lonnie Shelton;;PF;23;SEA;51,9;1023
6016;1980;Lonnie Shelton;;PF;24;SEA;53;1035
6385;1981;Lonnie Shelton;;PF;25;SEA;42;182
6748;1982;Lonnie Shelton;;PF;26;SEA;48,6;1204
7128;1983;Lonnie Shelton;;PF;27;SEA;47,8;1016
7479;1984;Lonnie Shelton;;PF;28;CLE;47,6;850
7830;1985;Lonnie Shelton;;PF;29;CLE;43,5;367
8205;1986;Lonnie Shelton;;PF;30;CLE;48,9;198
16037;2003;Lonny Baxter;$636,679.00 ;C;24;CHI;46,6;262
16527;2004;Lonny Baxter;$542,475.00 ;C-PF;25;TOT;49,3;251
16528;2004;Lonny Baxter;$542,475.00 ;PF;25;CHI;55,1;60
16529;2004;Lonny Baxter;$542,475.00 ;C;25;TOR;46,9;150
16530;2004;Lonny Baxter;$542,475.00 ;PF;25;WAS;50;41
17122;2005;Lonny Baxter;$745,248.00 ;PF;26;NOH;27,3;6
17708;2006;Lonny Baxter;;C-PF;27;TOT;43,3;118
17709;2006;Lonny Baxter;;C;27;HOU;45,8;82
17710;2006;Lonny Baxter;;PF;27;CHA;37,5;36
12598;1996;Loren Meyer;$639,000.00 ;C;23;DAL;43,9;363
13176;1997;Loren Meyer;$722,760.00 ;PF;24;TOT;44,3;266
13177;1997;Loren Meyer;$722,760.00 ;PF;24;DAL;43,6;78
13178;1997;Loren Meyer;$722,760.00 ;PF;24;PHO;44,6;188
14261;1999;Loren Meyer;;C;26;DEN;25;16
15999;2002;Loren Woods;$662,435.00 ;C;23;MIN;34,4;110
16483;2003;Loren Woods;$638,679.00 ;C;24;MIN;38,2;80
17068;2004;Loren Woods;$755,000.00 ;C;25;MIA;45,8;121
17655;2005;Loren Woods;$780,000.00 ;C;26;TOR;43,3;176
18215;2006;Loren Woods;$300,000.00 ;C;27;TOR;47,5;62
19325;2008;Loren Woods;;C;29;HOU;60;6
13408;1997;Lorenzen Wright;$1,701,720.00 ;C;21;LAC;48,1;561
13956;1998;Lorenzen Wright;$1,923,000.00 ;C;22;LAC;44,5;623
14467;1999;Lorenzen Wright;$4,400,000.00 ;C;23;LAC;45,8;319
14964;2000;Lorenzen Wright;$4,950,000.00 ;C;24;ATL;49,9;448
15502;2001;Lorenzen Wright;$5,500,000.00 ;C;25;ATL;44,8;881
16003;2002;Lorenzen Wright;$6,050,000.00 ;C;26;MEM;45,9;516
16486;2003;Lorenzen Wright;$6,600,000.00 ;C;27;MEM;45,4;797
17071;2004;Lorenzen Wright;$7,150,000.00 ;C;28;MEM;43,9;610
17659;2005;Lorenzen Wright;$7,700,000.00 ;C;29;MEM;46,9;771
18223;2006;Lorenzen Wright;$3,250,000.00 ;C;30;MEM;47,8;454
18741;2007;Lorenzen Wright;;C;31;ATL;44,8;173
19333;2008;Lorenzen Wright;$1,262,275.00 ;C;32;TOT;28,6;15
19334;2008;Lorenzen Wright;$1,262,275.00 ;C;32;ATL;29,4;13
19335;2008;Lorenzen Wright;$1,262,275.00 ;C;32;SAC;25;2
19917;2009;Lorenzen Wright;;C;33;CLE;37;23
22344;2014;Lorenzo Brown;$283,367.00 ;PG;23;PHI;30,2;64
22941;2015;Lorenzo Brown;$117,016.00 ;PG;24;MIN;42,6;122
23584;2016;Lorenzo Brown;;PG;25;PHO;32;20
7973;1986;Lorenzo Charles;;SF;22;ATL;55,7;122
6378;1981;Lorenzo Romar;;PG;22;GSW;41,2;219
6740;1982;Lorenzo Romar;;PG;23;GSW;50,4;488
7116;1983;Lorenzo Romar;;PG;24;GSW;46,5;620
7467;1984;Lorenzo Romar;;PG;25;TOT;45,9;393
7468;1984;Lorenzo Romar;;PG;25;GSW;40;6
7469;1984;Lorenzo Romar;;PG;25;MIL;46;387
7814;1985;Lorenzo Romar;;PG;26;TOT;18,8;11
7815;1985;Lorenzo Romar;;PG;26;MIL;12,5;2
7816;1985;Lorenzo Romar;;PG;26;DET;25;9
11335;1993;Lorenzo Williams;$250,000.00 ;PF-C;23;TOT;47,2;36
11336;1993;Lorenzo Williams;$250,000.00 ;C;23;CHH;33,3;2
11337;1993;Lorenzo Williams;$250,000.00 ;PF;23;ORL;0;0
11338;1993;Lorenzo Williams;$250,000.00 ;PF;23;BOS;51,6;34
11820;1994;Lorenzo Williams;$200,000.00 ;PF;24;TOT;44,5;110
11821;1994;Lorenzo Williams;$200,000.00 ;PF;24;ORL;16,7;2
11822;1994;Lorenzo Williams;$200,000.00 ;PF;24;CHH;0;0
11823;1994;Lorenzo Williams;$200,000.00 ;PF;24;DAL;46,6;108
12274;1995;Lorenzo Williams;$1,550,000.00 ;C;25;DAL;47,7;328
12808;1996;Lorenzo Williams;$940,000.00 ;C;26;DAL;40,7;198
13394;1997;Lorenzo Williams;$1,128,000.00 ;C;27;WSB;64,5;45
13943;1998;Lorenzo Williams;$1,316,000.00 ;PF;28;WAS;76,5;26
14951;2000;Lorenzo Williams;$1,750,000.00 ;PF;30;WAS;77,8;14
18234;2007;Lou Amundson;;PF;24;TOT;40;16
18235;2007;Lou Amundson;;PF;24;UTA;;0
18236;2007;Lou Amundson;;PF;24;PHI;40;16
18758;2008;Lou Amundson;;PF;25;PHI;50;18
19356;2009;Lou Amundson;;PF;26;PHO;53,6;321
19932;2010;Lou Amundson;;PF;27;PHO;55,1;371
20514;2011;Lou Amundson;;PF;28;GSW;45,4;200
21138;2012;Lou Amundson;;PF;29;IND;43;213
21691;2013;Lou Amundson;;PF;30;TOT;39,5;76
21692;2013;Lou Amundson;;PF;30;MIN;36,8;32
21693;2013;Lou Amundson;;PF;30;CHI;0;0
21694;2013;Lou Amundson;;PF;30;NOH;42,9;44
22270;2014;Lou Amundson;;PF;31;TOT;50;38
22271;2014;Lou Amundson;;PF;31;NOP;50;38
22272;2014;Lou Amundson;;PF;31;CHI;;0
22879;2015;Lou Amundson;$1,650,000.00 ;PF;32;TOT;42,7;259
22880;2015;Lou Amundson;$1,650,000.00 ;PF;32;CLE;33,3;11
22881;2015;Lou Amundson;$1,650,000.00 ;PF;32;NYK;43,2;248
23528;2016;Lou Amundson;$1,551,659.00 ;PF;33;NYK;35,8;52
2407;1967;Lou Hudson;;SF;22;STL;46,7;1471
2557;1968;Lou Hudson;;SG;23;STL;45,4;574
2747;1969;Lou Hudson;;SF;24;ATL;49,2;1770
2949;1970;Lou Hudson;;SF;25;ATL;53,1;2031
3179;1971;Lou Hudson;;SF;26;ATL;48,4;2039
3412;1972;Lou Hudson;;SG;27;ATL;50,3;1899
3690;1973;Lou Hudson;;SF;28;ATL;47,7;2029
3946;1974;Lou Hudson;;SF;29;ATL;50;1651
4213;1975;Lou Hudson;;SG;30;ATL;43,1;242
4489;1976;Lou Hudson;;SG;31;ATL;47,2;1375
4801;1977;Lou Hudson;;SG;32;ATL;45,6;968
5168;1978;Lou Hudson;;SG;33;LAL;49,7;1123
5532;1979;Lou Hudson;;SG;34;LAL;51,7;768
12702;1996;Lou Roe;$247,500.00 ;SF;23;DET;35,6;90
13279;1997;Lou Roe;;SF;24;GSW;29,2;40
1230;1957;Lou Tsioropoulos;;SF;26;BOS;30,9;227
1342;1958;Lou Tsioropoulos;;SF;27;BOS;31,7;538
1452;1959;Lou Tsioropoulos;;SF;28;BOS;31,6;145
18211;2006;Lou Williams;;PG;19;PHI;44,2;56
18728;2007;Lou Williams;;PG;20;PHI;44,1;262
19313;2008;Lou Williams;;PG;21;PHI;42,4;920
19902;2009;Lou Williams;;SG;22;PHI;39,8;1039
20485;2010;Lou Williams;;PG;23;PHI;47;898
21103;2011;Lou Williams;;SG;24;PHI;40,6;1027
21655;2012;Lou Williams;;PG;25;PHI;40,7;956
22237;2013;Lou Williams;;SG;26;ATL;42,2;551
22848;2014;Lou Williams;$5,450,000.00 ;PG;27;ATL;40;625
23490;2015;Lou Williams;$7,000,000.00 ;SG;28;TOR;40,4;1242
24079;2016;Lou Williams;$7,000,000.00 ;SG;29;LAL;40,8;1028
24667;2017;Lou Williams;$7,000,000.00 ;SG;30;TOT;42,9;1421
24668;2017;Lou Williams;$7,000,000.00 ;SG;30;LAL;44,4;1078
24669;2017;Lou Williams;$7,000,000.00 ;SG;30;HOU;38,6;343
4718;1977;Louie Dampier*;;PG;32;SAS;46;530
5086;1978;Louie Dampier*;;PG;33;SAS;50,9;748
5456;1979;Louie Dampier*;;PG;34;SAS;49;275
4011;1974;Louie Nelson;;SG;22;CAP;43,3;239
4275;1975;Louie Nelson;;PG;23;NOJ;45,2;806
4555;1976;Louie Nelson;;SG;24;NOJ;43,3;823
4884;1977;Louie Nelson;;SG;25;SAS;50;18
5248;1978;Louie Nelson;;SG;26;TOT;40,3;227
5249;1978;Louie Nelson;;SG;26;KCK;21,4;15
5250;1978;Louie Nelson;;SG;26;NJN;41,6;212
6341;1981;Louis Orr;;SF;22;IND;49,1;859
6708;1982;Louis Orr;;SF;23;IND;49,7;918
7084;1983;Louis Orr;;SF;24;NYK;46,2;688
7436;1984;Louis Orr;;SF;25;NYK;45,8;697
7786;1985;Louis Orr;;PF;26;NYK;48,6;1007
8168;1986;Louis Orr;;SF;27;NYK;44,5;878
8543;1987;Louis Orr;;SF;28;NYK;42,7;458
8953;1988;Louis Orr;;SF;29;NYK;32;40
6327;1981;Lowes Moore;;PG;23;NJN;44,4;497
6696;1982;Lowes Moore;;PG;24;CLE;50;45
7068;1983;Lowes Moore;;PG;25;SDC;42,6;210
2807;1969;Loy Petersen;;SG;23;CHI;40,4;107
3002;1970;Loy Petersen;;SG;24;CHI;36,7;92
10402;1991;Loy Vaught;$1,000,000.00 ;PF;22;LAC;48,7;399
10869;1992;Loy Vaught;$1,100,000.00 ;PF;23;LAC;49,2;601
11309;1993;Loy Vaught;$1,225,000.00 ;PF;24;LAC;50,8;743
11791;1994;Loy Vaught;$2,750,000.00 ;PF;25;LAC;53,7;877
12249;1995;Loy Vaught;$3,000,000.00 ;PF;26;LAC;51,4;1401
12780;1996;Loy Vaught;$3,100,000.00 ;PF;27;LAC;52,5;1298
13361;1997;Loy Vaught;$3,350,000.00 ;PF;28;LAC;50;1220
13906;1998;Loy Vaught;$3,830,000.00 ;PF;29;LAC;42,9;75
14420;1999;Loy Vaught;$4,180,000.00 ;PF;30;DET;38,1;127
14928;2000;Loy Vaught;$4,812,025.00 ;PF;31;DET;36;75
15465;2001;Loy Vaught;$5,222,025.00 ;PF;32;TOT;47,3;168
15466;2001;Loy Vaught;$5,222,025.00 ;PF;32;DAL;45,5;114
15467;2001;Loy Vaught;$5,222,025.00 ;PF;32;WAS;52,1;54
10699;1992;Luc Longley;;C;23;MIN;45,8;281
11142;1993;Luc Longley;$1,590,000.00 ;C;24;MIN;45,5;319
11626;1994;Luc Longley;;C;25;TOT;47,1;528
11627;1994;Luc Longley;;C;25;MIN;46,4;324
11628;1994;Luc Longley;;C;25;CHI;48,3;204
12080;1995;Luc Longley;$2,300,000.00 ;C;26;CHI;44,7;358
12563;1996;Luc Longley;$2,790,000.00 ;C;27;CHI;48,2;564
13137;1997;Luc Longley;$3,184,900.00 ;C;28;CHI;45,6;537
13682;1998;Luc Longley;$4,000,000.00 ;C;29;CHI;45,5;663
14225;1999;Luc Longley;;C;30;PHO;48,3;339
14744;2000;Luc Longley;;C;31;PHO;46,6;452
15240;2001;Luc Longley;$6,325,000.00 ;C;32;NYK;33,3;49
19682;2009;Luc Mbah;;PF;22;MIL;46,2;594
20284;2010;Luc Mbah;;PF;23;MIL;48;453
20888;2011;Luc Mbah;;PF;24;MIL;46,3;529
21470;2012;Luc Mbah;;PF;25;MIL;51;333
22024;2013;Luc Mbah;;SF;26;MIL;40,1;387
22625;2014;Luc Mbah;;PF-SF;27;TOT;45,1;224
22626;2014;Luc Mbah;;SF;27;SAC;46,9;40
22627;2014;Luc Mbah;;PF;27;MIN;44,7;184
23235;2015;Luc Mbah;;PF;28;PHI;39,5;660
23864;2016;Luc Mbah;;PF;29;LAC;45,4;231
24439;2017;Luc Mbah;;SF;30;LAC;50,5;484
23294;2015;Lucas Nogueira;$1,842,000.00 ;C;22;TOR;25;6
23918;2016;Lucas Nogueira;$1,921,320.00 ;C;23;TOR;63,6;65
24497;2017;Lucas Nogueira;$2,947,305.00 ;C;24;TOR;66;253
11545;1994;Lucious Harris;$455,000.00 ;SG;23;DAL;42,1;418
12014;1995;Lucious Harris;$725,000.00 ;SG;24;DAL;45,9;751
12492;1996;Lucious Harris;$1,200,000.00 ;SG;25;DAL;46,1;481
13054;1997;Lucious Harris;$1,440,000.00 ;SG;26;PHI;38,1;293
13613;1998;Lucious Harris;$1,680,000.00 ;SG;27;NJN;39;191
14150;1999;Lucious Harris;$1,920,000.00 ;SG;28;NJN;40,3;193
14661;2000;Lucious Harris;$2,160,000.00 ;SG;29;NJN;42,8;513
15164;2001;Lucious Harris;$2,400,000.00 ;SG;30;NJN;42,5;683
15696;2002;Lucious Harris;$2,640,000.00 ;SG;31;NJN;46,4;675
16186;2003;Lucious Harris;$2,500,000.00 ;SG;32;NJN;41,3;795
16711;2004;Lucious Harris;$2,500,000.00 ;PG;33;NJN;40,4;478
17298;2005;Lucious Harris;;SG;34;CLE;39,5;313
2870;1970;Lucius Allen;;PG;22;SEA;44,2;794
3073;1971;Lucius Allen;;PG;23;MIL;44,7;433
3321;1972;Lucius Allen;;PG;24;MIL;50,5;1080
3587;1973;Lucius Allen;;PG;25;MIL;48,4;1237
3855;1974;Lucius Allen;;PG;26;MIL;49,5;1268
4104;1975;Lucius Allen;;PG;27;TOT;43,7;1260
4105;1975;Lucius Allen;;PG;27;MIL;41,5;167
4106;1975;Lucius Allen;;PG;27;LAL;44;1093
4378;1976;Lucius Allen;;PG;28;LAL;45,9;1119
4654;1977;Lucius Allen;;PG;29;LAL;45,6;1139
5013;1978;Lucius Allen;;PG;30;KCK;44,1;920
5385;1979;Lucius Allen;;PG;31;KCK;39,7;157
22405;2014;Luigi Datome;$1,750,000.00 ;SF;26;DET;35,1;83
23006;2015;Luigi Datome;;SF;27;TOT;48,3;105
23007;2015;Luigi Datome;;SF;27;DET;41,7;11
23008;2015;Luigi Datome;;SF;27;BOS;49,4;94
17250;2005;Luis Flores;;PG;23;TOT;48,3;35
17251;2005;Luis Flores;;PG;23;GSW;48,1;32
17252;2005;Luis Flores;;PG;23;DEN;50;3
23896;2016;Luis Montero;;SG;22;POR;26,3;14
19211;2008;Luis Scola;$3,100,667.00 ;PF;27;HOU;51,5;847
19810;2009;Luis Scola;$3,375,600.00 ;PF;28;HOU;53,1;1044
20397;2010;Luis Scola;$7,775,378.00 ;PF;29;HOU;51,4;1329
20999;2011;Luis Scola;$8,591,793.00 ;PF;30;HOU;50,4;1352
21552;2012;Luis Scola;$4,148,510.00 ;PF;31;HOU;49,1;1025
22133;2013;Luis Scola;$4,508,504.00 ;PF;32;PHO;47,2;1048
22738;2014;Luis Scola;$6,541,000.00 ;PF;33;IND;47;626
23383;2015;Luis Scola;$3,000,000.00 ;PF;34;IND;46,7;763
23985;2016;Luis Scola;$5,000,000.00 ;PF;35;TOR;45;664
24576;2017;Luis Scola;;PF;36;BRK;47;184
20538;2011;Luke Babbitt;$1,768,800.00 ;SF;21;POR;27,3;36
21152;2012;Luke Babbitt;$1,892,280.00 ;SF;22;POR;41;202
21711;2013;Luke Babbitt;;PF;23;POR;36,8;244
22293;2014;Luke Babbitt;$981,084.00 ;PF;24;NOP;39;170
22897;2015;Luke Babbitt;$1,100,000.00 ;SF;25;NOP;47,9;256
23549;2016;Luke Babbitt;$1,227,000.00 ;SF;26;NOP;42,2;327
24122;2017;Luke Babbitt;$1,974,159.00 ;SF;27;MIA;40,2;324
20763;2011;Luke Harangody;$762,195.00 ;PF;23;TOT;38,3;193
20764;2011;Luke Harangody;$762,195.00 ;PF;23;BOS;39,4;63
20765;2011;Luke Harangody;$762,195.00 ;PF;23;CLE;37,8;130
21337;2012;Luke Harangody;$1,054,389.00 ;PF;24;CLE;35,4;60
2144;1965;Luke Jackson;;PF;23;PHI;41,4;1126
2277;1966;Luke Jackson;;PF;24;PHI;40,1;650
2409;1967;Luke Jackson;;PF;25;PHI;43,8;970
2560;1968;Luke Jackson;;PF;26;PHI;43,3;968
2749;1969;Luke Jackson;;C;27;PHI;43,7;359
2951;1970;Luke Jackson;;PF;28;PHI;39,2;202
3183;1971;Luke Jackson;;C;29;PHI;37,6;529
3417;1972;Luke Jackson;;PF;30;PHI;39,6;366
17337;2005;Luke Jackson;$1,955,160.00 ;SF;23;CLE;37;29
17912;2006;Luke Jackson;$40,501.00 ;SF;24;CLE;34,1;96
18452;2007;Luke Jackson;$279,415.00 ;SF;25;TOT;44,2;48
18453;2007;Luke Jackson;$279,415.00 ;SF;25;LAC;12,5;3
18454;2007;Luke Jackson;$279,415.00 ;SF;25;TOR;51,4;45
19013;2008;Luke Jackson;;SF;26;MIA;32,5;79
16934;2004;Luke Ridnour;$1,531,200.00 ;PG;22;SEA;41,4;382
17512;2005;Luke Ridnour;$1,638,000.00 ;PG;23;SEA;40,5;824
18086;2006;Luke Ridnour;$2,425,878.00 ;PG;24;SEA;41,8;910
18626;2007;Luke Ridnour;$6,500,000.00 ;PG;25;SEA;43,3;779
19199;2008;Luke Ridnour;$6,500,000.00 ;PG;26;SEA;39,9;393
19786;2009;Luke Ridnour;$6,500,000.00 ;PG;27;MIL;40,3;688
20378;2010;Luke Ridnour;$4,000,000.00 ;PG;28;MIL;47,8;852
20986;2011;Luke Ridnour;$3,680,000.00 ;PG;29;MIN;46,8;840
21541;2012;Luke Ridnour;$4,000,000.00 ;SG;30;MIN;44;639
22117;2013;Luke Ridnour;$4,320,000.00 ;SG;31;MIN;45,3;939
22719;2014;Luke Ridnour;$2,750,000.00 ;PG;32;TOT;38,5;306
22720;2014;Luke Ridnour;$2,750,000.00 ;PG;32;MIL;38,4;206
22721;2014;Luke Ridnour;$2,750,000.00 ;PG;32;CHA;38,9;100
23355;2015;Luke Ridnour;;PG;33;ORL;42,6;188
18105;2006;Luke Schenscher;$55,000.00 ;C;23;CHI;61,5;36
18644;2007;Luke Schenscher;;C;24;POR;30,4;19
17027;2004;Luke Walton;$620,046.00 ;PF;23;LAL;42,5;174
17617;2005;Luke Walton;$1,250,000.00 ;SF;24;LAL;41,1;198
18184;2006;Luke Walton;$1,375,000.00 ;SF;25;LAL;41,2;345
18705;2007;Luke Walton;$4,000,000.00 ;SF;26;LAL;47,4;684
19285;2008;Luke Walton;$4,420,000.00 ;SF;27;LAL;45;535
19883;2009;Luke Walton;$4,840,000.00 ;SF;28;LAL;43,6;326
20465;2010;Luke Walton;$5,260,000.00 ;SF;29;LAL;35,7;69
21078;2011;Luke Walton;$5,680,000.00 ;SF;30;LAL;32,8;91
21636;2012;Luke Walton;$6,091,363.00 ;PF-SF;31;TOT;36,9;55
21637;2012;Luke Walton;$6,091,363.00 ;SF;31;LAL;42,9;12
21638;2012;Luke Walton;$6,091,363.00 ;PF;31;CLE;35,3;43
22219;2013;Luke Walton;;PF;32;CLE;39,2;172
4092;1974;Luke Witte;;C;23;CLE;43,2;256
4371;1975;Luke Witte;;C;24;CLE;34,4;85
4646;1976;Luke Witte;;C;25;CLE;34,4;31
22250;2013;Luke Zeller;;C;25;PHO;34,6;19
17221;2005;Luol Deng;$2,443,920.00 ;SF;19;CHI;43,4;711
17796;2006;Luol Deng;$2,614,440.00 ;SF;20;CHI;46,3;1112
18335;2007;Luol Deng;$3,320,339.00 ;SF;21;CHI;51,7;1540
18870;2008;Luol Deng;$9,385,000.00 ;SF;22;CHI;47,9;1070
19480;2009;Luol Deng;$10,370,425.00 ;SF;23;CHI;44,8;690
20052;2010;Luol Deng;$11,345,000.00 ;SF;24;CHI;46,6;1230
20666;2011;Luol Deng;$12,325,000.00 ;SF;25;CHI;46;1430
21247;2012;Luol Deng;$13,305,000.00 ;SF;26;CHI;41,2;828
21811;2013;Luol Deng;$14,275,000.00 ;SF;27;CHI;42,6;1237
22423;2014;Luol Deng;$9,714,461.00 ;SF;28;TOT;43,1;1011
22424;2014;Luol Deng;$9,714,461.00 ;SF;28;CHI;45,2;438
22425;2014;Luol Deng;$9,714,461.00 ;SF;28;CLE;41,7;573
23021;2015;Luol Deng;$10,151,612.00 ;SF;29;MIA;46,9;1007
23642;2016;Luol Deng;$18,000,000.00 ;PF;30;MIA;45,5;911
24225;2017;Luol Deng;$17,190,000.00 ;SF;31;LAL;38,7;425
3669;1973;Luther Green;;PF;26;PHI;0;3
17884;2006;Luther Head;$1,048,800.00 ;SG;23;HOU;40,3;707
18420;2007;Luther Head;;SG;24;HOU;43,7;872
18981;2008;Luther Head;$1,962,378.00 ;SG;25;HOU;43,2;557
19572;2009;Luther Head;$884,881.00 ;PG-SG;26;TOT;38,2;149
19573;2009;Luther Head;$884,881.00 ;PG;26;HOU;38,6;106
19574;2009;Luther Head;$884,881.00 ;SG;26;MIA;37,2;43
20150;2010;Luther Head;$992,680.00 ;SG;27;IND;43,7;357
20779;2011;Luther Head;;PG;28;SAC;41,5;200
3007;1970;Luther Rackley;;C;23;CIN;44,9;504
3244;1971;Luther Rackley;;C;24;CLE;46,6;559
3492;1972;Luther Rackley;;C;25;TOT;42,9;256
3493;1972;Luther Rackley;;C;25;CLE;44;23
3494;1972;Luther Rackley;;C;25;NYK;42,8;233
